epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,260.185,1.78301,2.68159,1.75485,0.43951,0.21439,0.21144,0.1202,1.86583,3.15997,1.89656,0.005644,0.005644,0.005644
46,264.72,1.71255,2.72231,1.72856,0.53473,0.21578,0.23831,0.14066,1.78516,2.79961,1.83383,0.005545,0.005545,0.005545
47,269.333,1.75598,2.66894,1.73652,0.5253,0.22344,0.21876,0.12221,1.83857,2.97593,1.87632,0.005446,0.005446,0.005446
48,273.902,1.68419,2.64397,1.70101,0.35899,0.26173,0.21978,0.12143,1.8605,2.90748,1.88172,0.005347,0.005347,0.005347
49,278.318,1.7284,2.5554,1.72666,0.33957,0.25427,0.24728,0.13296,1.8161,2.73823,1.83794,0.005248,0.005248,0.005248
50,282.749,1.70316,2.60834,1.67485,0.42717,0.29579,0.28966,0.16365,1.75531,2.51377,1.77902,0.005149,0.005149,0.005149
51,287.308,1.69487,2.57102,1.67035,0.40691,0.3008,0.25708,0.15099,1.75006,2.72007,1.78732,0.00505,0.00505,0.00505
52,291.817,1.66427,2.57434,1.66616,0.50213,0.23424,0.2524,0.14015,1.75542,2.40228,1.81754,0.004951,0.004951,0.004951
53,296.411,1.62274,2.48962,1.65459,0.45669,0.26104,0.25008,0.1444,1.7104,2.45637,1.79251,0.004852,0.004852,0.004852
54,300.935,1.64463,2.43843,1.67693,0.56452,0.26064,0.3028,0.17175,1.65887,2.36117,1.75283,0.004753,0.004753,0.004753
55,305.329,1.68856,2.53386,1.70345,0.48944,0.28018,0.33931,0.20355,1.60928,2.20499,1.70951,0.004654,0.004654,0.004654
56,309.726,1.66044,2.4251,1.65263,0.55526,0.30667,0.36206,0.21391,1.62186,2.1694,1.71581,0.004555,0.004555,0.004555
57,314.147,1.66116,2.37146,1.6576,0.50509,0.33916,0.3457,0.21374,1.62777,2.13531,1.72492,0.004456,0.004456,0.004456
58,318.636,1.66653,2.33426,1.6312,0.4688,0.31759,0.3553,0.2156,1.62448,2.07634,1.71229,0.004357,0.004357,0.004357
59,322.942,1.61414,2.41554,1.65293,0.46512,0.35891,0.36859,0.2286,1.60318,2.08469,1.69473,0.004258,0.004258,0.004258
60,327.42,1.63132,2.29611,1.62423,0.50206,0.3639,0.38938,0.23516,1.57285,2.05912,1.67277,0.004159,0.004159,0.004159
61,331.832,1.62476,2.44182,1.65986,0.40294,0.35421,0.37625,0.22159,1.55225,1.95977,1.65948,0.00406,0.00406,0.00406
62,336.293,1.56405,2.26081,1.59505,0.41929,0.35872,0.37432,0.22514,1.56675,1.95077,1.65217,0.003961,0.003961,0.003961
63,340.688,1.66504,2.37827,1.64101,0.39713,0.35333,0.35633,0.21069,1.61716,2.04822,1.67608,0.003862,0.003862,0.003862
64,345.214,1.54297,2.26677,1.60774,0.50081,0.30094,0.32796,0.20018,1.60112,2.11981,1.67015,0.003763,0.003763,0.003763
65,349.566,1.55927,2.17487,1.59901,0.51197,0.33546,0.39632,0.24326,1.54574,1.96321,1.6217,0.003664,0.003664,0.003664
66,354.064,1.56692,2.3382,1.63364,0.53797,0.38134,0.42049,0.26258,1.54291,1.91271,1.63617,0.003565,0.003565,0.003565
67,358.486,1.61807,2.25144,1.62356,0.52644,0.40779,0.44316,0.28963,1.51539,1.91596,1.64634,0.003466,0.003466,0.003466
68,363.022,1.52847,2.2468,1.61699,0.53088,0.42498,0.46175,0.28783,1.48922,1.85304,1.62651,0.003367,0.003367,0.003367
69,367.497,1.54742,2.15607,1.61261,0.53811,0.40838,0.45739,0.28197,1.46238,1.82749,1.60023,0.003268,0.003268,0.003268
70,371.989,1.53795,2.11545,1.61659,0.54171,0.44014,0.4921,0.30397,1.43624,1.77085,1.57144,0.003169,0.003169,0.003169
71,376.357,1.56299,2.12781,1.57323,0.57142,0.44946,0.51106,0.32653,1.4555,1.75547,1.56758,0.00307,0.00307,0.00307
72,380.877,1.53652,2.12586,1.6057,0.56696,0.42565,0.50445,0.32452,1.44813,1.74082,1.56224,0.002971,0.002971,0.002971
73,385.288,1.47683,2.08088,1.54179,0.59005,0.39995,0.48143,0.30361,1.4432,1.75418,1.56654,0.002872,0.002872,0.002872
74,389.785,1.45221,2.02116,1.52969,0.50115,0.43409,0.47191,0.29746,1.46238,1.77394,1.59142,0.002773,0.002773,0.002773
75,394.278,1.5015,2.04759,1.5666,0.56265,0.44402,0.48748,0.30413,1.46098,1.78523,1.58503,0.002674,0.002674,0.002674
76,398.796,1.52715,2.11669,1.61598,0.62356,0.41467,0.49035,0.3052,1.46185,1.79944,1.55814,0.002575,0.002575,0.002575
77,403.348,1.50217,2.02788,1.52871,0.63041,0.44387,0.52964,0.33021,1.42591,1.70454,1.5264,0.002476,0.002476,0.002476
78,407.909,1.49325,1.99054,1.52187,0.56692,0.4627,0.55463,0.35273,1.39775,1.60693,1.51127,0.002377,0.002377,0.002377
79,412.678,1.50397,1.99189,1.54804,0.57549,0.45481,0.54813,0.35724,1.38763,1.59956,1.51207,0.002278,0.002278,0.002278
80,417.189,1.46818,1.94967,1.5311,0.61347,0.45924,0.57643,0.37458,1.37043,1.56366,1.50471,0.002179,0.002179,0.002179
81,419.603,1.4907,1.98102,1.5679,0.58969,0.47765,0.56193,0.36851,1.34129,1.51967,1.49321,0.00208,0.00208,0.00208
82,421.981,1.41473,1.88277,1.50635,0.66297,0.42254,0.56418,0.36779,1.37087,1.5425,1.5071,0.001981,0.001981,0.001981
83,426.486,1.44684,1.8728,1.49859,0.57758,0.47272,0.55625,0.36267,1.36507,1.52672,1.50171,0.001882,0.001882,0.001882
84,430.841,1.3922,1.91744,1.50134,0.53479,0.49582,0.55974,0.37129,1.33971,1.48404,1.48313,0.001783,0.001783,0.001783
85,435.196,1.40446,1.81909,1.45192,0.76716,0.44474,0.59571,0.39439,1.31172,1.44607,1.469,0.001684,0.001684,0.001684
86,439.677,1.41476,1.86577,1.48036,0.63285,0.54131,0.61469,0.41585,1.30994,1.43517,1.46621,0.001585,0.001585,0.001585
87,444.094,1.33214,1.86238,1.48561,0.71588,0.54174,0.64316,0.43072,1.30984,1.40928,1.45721,0.001486,0.001486,0.001486
88,448.53,1.32883,1.79061,1.45899,0.68947,0.5749,0.65679,0.44629,1.28677,1.37258,1.43904,0.001387,0.001387,0.001387
89,452.876,1.37786,1.8707,1.48555,0.67581,0.56955,0.65659,0.44655,1.27702,1.37864,1.43285,0.001288,0.001288,0.001288
90,457.309,1.35254,1.78771,1.47908,0.6533,0.57395,0.64982,0.43961,1.27328,1.37964,1.43154,0.001189,0.001189,0.001189
91,465.77,1.39672,1.86734,1.52961,0.65361,0.57103,0.65202,0.43466,1.26927,1.38374,1.42879,0.00109,0.00109,0.00109
92,468.097,1.40203,1.77411,1.53389,0.70452,0.54269,0.65332,0.43261,1.27551,1.40312,1.43537,0.000991,0.000991,0.000991
93,470.367,1.42594,1.74793,1.53861,0.69565,0.56059,0.65196,0.43547,1.26833,1.41266,1.43374,0.000892,0.000892,0.000892
94,472.563,1.37459,1.68853,1.52216,0.6693,0.59202,0.64937,0.434,1.26793,1.39738,1.43218,0.000793,0.000793,0.000793
95,474.621,1.34837,1.67864,1.52187,0.69443,0.58713,0.65714,0.4433,1.26704,1.37468,1.42875,0.000694,0.000694,0.000694
96,476.74,1.34644,1.62573,1.50377,0.71877,0.5763,0.66379,0.45199,1.2563,1.34121,1.42017,0.000595,0.000595,0.000595
97,479.007,1.32644,1.61703,1.5174,0.71707,0.58203,0.67313,0.46646,1.23809,1.30989,1.40694,0.000496,0.000496,0.000496
98,481.267,1.36407,1.66107,1.51884,0.74402,0.57108,0.67707,0.47183,1.21605,1.28224,1.393,0.000397,0.000397,0.000397
99,483.563,1.35993,1.63395,1.51286,0.73486,0.58599,0.68516,0.48353,1.20074,1.26484,1.38072,0.000298,0.000298,0.000298
100,485.791,1.37615,1.64896,1.52296,0.75628,0.58193,0.68631,0.48339,1.18918,1.25089,1.37153,0.000199,0.000199,0.000199
