epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,2719.22,1.84325,1.03805,0.00088,0.63876,0.32176,0.31408,0.10816,1.48741,1.96884,0.00091,7.33799e-05,7.33799e-05,7.33799e-05
61,2766.51,1.81839,1.04559,0.00088,0.70584,0.32131,0.32333,0.10959,1.51043,1.9137,0.00094,7.04073e-05,7.04073e-05,7.04073e-05
62,2812.64,1.79033,0.98758,0.00085,0.67889,0.31639,0.31581,0.10615,1.50502,1.90483,0.00095,6.74649e-05,6.74649e-05,6.74649e-05
63,2859.77,1.81088,1.04734,0.00088,0.68178,0.32131,0.3272,0.11178,1.47376,1.88363,0.00095,6.45557e-05,6.45557e-05,6.45557e-05
64,2906.3,1.81349,1.04012,0.00085,0.68619,0.30469,0.31011,0.10705,1.51467,1.88622,0.00096,6.16824e-05,6.16824e-05,6.16824e-05
65,2953.13,1.82129,1.04709,0.00091,0.65562,0.3121,0.30655,0.10708,1.4949,1.89636,0.00095,5.88479e-05,5.88479e-05,5.88479e-05
66,2999,1.76367,0.96052,0.00087,0.71707,0.31148,0.3192,0.10952,1.50739,1.90991,0.00096,5.60549e-05,5.60549e-05,5.60549e-05
67,3045.46,1.7917,1.0321,0.00085,0.66745,0.32574,0.32098,0.11448,1.47067,1.90064,0.00093,5.33064e-05,5.33064e-05,5.33064e-05
68,3090.97,1.778,0.95241,0.00085,0.74966,0.31418,0.328,0.11671,1.48511,1.92793,0.00094,5.06049e-05,5.06049e-05,5.06049e-05
69,3136.33,1.79501,1.00547,0.00086,0.71613,0.31311,0.32086,0.11263,1.48772,1.92781,0.00095,4.79531e-05,4.79531e-05,4.79531e-05
70,3182.7,1.77851,0.98035,0.00086,0.73839,0.30984,0.31364,0.10933,1.46736,1.93233,0.00091,4.53537e-05,4.53537e-05,4.53537e-05
71,3228.43,1.76062,0.95964,0.00085,0.70913,0.31639,0.3184,0.11096,1.49492,1.89281,0.00096,4.28093e-05,4.28093e-05,4.28093e-05
72,3274.26,1.7528,0.96214,0.00083,0.73198,0.3082,0.31562,0.11031,1.50401,1.90346,0.00096,4.03222e-05,4.03222e-05,4.03222e-05
73,3320.47,1.78515,1.03838,0.00086,0.73022,0.31148,0.32072,0.1108,1.49484,1.91663,0.00097,3.7895e-05,3.7895e-05,3.7895e-05
74,3365.98,1.75549,0.97266,0.00084,0.72688,0.31148,0.31433,0.10903,1.50175,1.93322,0.00097,3.55301e-05,3.55301e-05,3.55301e-05
75,3411.75,1.75922,0.97965,0.00086,0.72966,0.30984,0.31225,0.10977,1.48527,1.93236,0.00095,3.32298e-05,3.32298e-05,3.32298e-05
76,3458.21,1.80496,1.0463,0.00085,0.73292,0.3082,0.31318,0.10902,1.48865,1.92438,0.00096,3.09964e-05,3.09964e-05,3.09964e-05
77,3503.98,1.75162,0.986,0.00084,0.74466,0.30984,0.31297,0.10966,1.49721,1.90881,0.00096,2.88321e-05,2.88321e-05,2.88321e-05
78,3550.05,1.78507,0.98827,0.00085,0.74283,0.30656,0.30884,0.11013,1.49597,1.90467,0.00096,2.6739e-05,2.6739e-05,2.6739e-05
79,3596.05,1.74575,0.98371,0.00082,0.73527,0.30984,0.31566,0.11129,1.49153,1.91578,0.00096,2.47192e-05,2.47192e-05,2.47192e-05
80,3641.34,1.7358,0.97165,0.00084,0.71317,0.3082,0.31134,0.1093,1.49202,1.91235,0.00097,2.27747e-05,2.27747e-05,2.27747e-05
81,3687.98,1.75208,1.01839,0.00083,0.68269,0.32096,0.3156,0.1106,1.48854,1.91221,0.00096,2.09073e-05,2.09073e-05,2.09073e-05
82,3734.05,1.75888,0.97776,0.00084,0.67902,0.32131,0.31651,0.11091,1.48256,1.92688,0.00096,1.9119e-05,1.9119e-05,1.9119e-05
