epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,223.66,1.7054,2.46936,1.6822,0.53794,0.29939,0.31877,0.18653,1.69612,2.79498,1.77255,0.005743,0.005743,0.005743
45,228.153,1.73194,2.49372,1.70935,0.52443,0.30315,0.32661,0.18979,1.66033,2.75441,1.74007,0.005644,0.005644,0.005644
46,232.52,1.69855,2.5794,1.72456,0.56437,0.28542,0.34797,0.21641,1.63732,2.37413,1.72447,0.005545,0.005545,0.005545
47,237.071,1.71467,2.51201,1.69649,0.48845,0.33259,0.35059,0.21071,1.68474,2.33417,1.75978,0.005446,0.005446,0.005446
48,241.607,1.64975,2.39934,1.67157,0.71282,0.2789,0.37876,0.21284,1.64858,2.34313,1.73522,0.005347,0.005347,0.005347
49,246.13,1.66502,2.32194,1.67752,0.448,0.38018,0.3839,0.22744,1.5808,2.3143,1.6949,0.005248,0.005248,0.005248
50,250.678,1.63891,2.4072,1.63707,0.53457,0.35076,0.38395,0.23356,1.56977,2.20951,1.68552,0.005149,0.005149,0.005149
51,255.393,1.59769,2.31932,1.598,0.59308,0.34139,0.41498,0.24946,1.59157,2.07994,1.70408,0.00505,0.00505,0.00505
52,260.006,1.60683,2.30872,1.6251,0.59717,0.35683,0.41956,0.25376,1.54812,1.94234,1.67436,0.004951,0.004951,0.004951
53,264.523,1.55251,2.24028,1.60663,0.64544,0.32351,0.40705,0.24604,1.53779,1.91578,1.68168,0.004852,0.004852,0.004852
54,269.158,1.56347,2.17175,1.63408,0.52699,0.33135,0.38285,0.2373,1.5433,1.95252,1.68117,0.004753,0.004753,0.004753
55,273.773,1.59508,2.27901,1.64448,0.49496,0.36395,0.4136,0.26411,1.49156,1.91121,1.64213,0.004654,0.004654,0.004654
56,278.261,1.59249,2.22268,1.61026,0.53209,0.3777,0.44444,0.2849,1.45719,1.90248,1.60766,0.004555,0.004555,0.004555
57,282.873,1.61126,2.17357,1.62199,0.56675,0.37428,0.47595,0.30061,1.46375,1.83647,1.59374,0.004456,0.004456,0.004456
58,287.404,1.60355,2.13679,1.56561,0.58246,0.39411,0.48726,0.31039,1.48016,1.78028,1.59663,0.004357,0.004357,0.004357
59,291.976,1.55268,2.16818,1.59374,0.51272,0.46538,0.50872,0.32429,1.44855,1.7214,1.57555,0.004258,0.004258,0.004258
60,296.385,1.56337,2.08449,1.57671,0.54842,0.45543,0.51686,0.3281,1.4228,1.64462,1.55828,0.004159,0.004159,0.004159
61,300.881,1.58787,2.22201,1.62369,0.50085,0.48289,0.51189,0.32367,1.40528,1.63974,1.55291,0.00406,0.00406,0.00406
62,305.378,1.48906,2.06027,1.53249,0.66314,0.37587,0.51432,0.32107,1.4112,1.65119,1.55344,0.003961,0.003961,0.003961
